E10	loves	E2
E6	brotherOf	E10
E11	allyOf	E4
E12	allyOf	E11
E8	servantOf	E6
E11	brotherOf	E6
E9	servantOf	E12
E3	type	Character
E10	brotherOf	E1
E14	allyOf	E8
E9	loves	E2
E3	loves	E10
E9	servantOf	E11
E14	servantOf	E9
E5	type	Character
E3	servantOf	E7
E4	servantOf	E6
E7	servantOf	E13
E11	loves	E4
E7	servantOf	E12
E1	servantOf	E13
E13	servantOf	E7
E10	servantOf	E1
E9	servantOf	E2
E2	type	Character
E7	loves	E4
E6	type	Character
E1	loves	E4
E12	allyOf	E6
E5	brotherOf	E12
E11	loves	E6
E12	brotherOf	E2
E13	type	Character
E2	loves	E14
E14	allyOf	E10
E3	allyOf	E6
E10	brotherOf	E14
E2	loves	E12
E2	servantOf	E5
E10	servantOf	E9
E6	loves	E1
E6	servantOf	E5
E1	servantOf	E2
E9	servantOf	E6
E8	allyOf	E1
E8	allyOf	E13
E4	brotherOf	E1
E12	brotherOf	E6
E8	type	Character
E10	brotherOf	E9
E13	allyOf	E2
E2	brotherOf	E11
E4	loves	E1
E14	allyOf	E13
E14	allyOf	E3
E12	loves	E9
E2	servantOf	E13
E8	allyOf	E11
E13	loves	E3
E7	loves	E3
E6	brotherOf	E9
E5	brotherOf	E4
E14	type	Character
E12	allyOf	E7
E10	servantOf	E12
E11	allyOf	E14
E4	allyOf	E12
E9	type	Character
E14	enemyOf	E4
E11	allyOf	E12
E11	loves	E7
E8	servantOf	E7
E3	servantOf	E14
E8	brotherOf	E1
E1	servantOf	E9
E5	servantOf	E10
E4	type	Character
E3	loves	E8
E8	brotherOf	E13
E8	allyOf	E2
E5	allyOf	E4
E8	brotherOf	E14
E11	type	Character
E8	brotherOf	E12
E10	servantOf	E11
E1	allyOf	E13
E1	allyOf	E14
E2	servantOf	E9
E13	allyOf	E6
E4	brotherOf	E2
E5	brotherOf	E8
E1	loves	E10
E10	loves	E7
E10	loves	E5
E5	allyOf	E7
E5	servantOf	E13
E1	enemyOf	E13
E4	brotherOf	E14
E8	servantOf	E13
E2	brotherOf	E6
E1	enemyOf	E12
E14	brotherOf	E11
E13	brotherOf	E12
E13	servantOf	E9
E10	allyOf	E11
E7	loves	E14
E14	loves	E10
E4	brotherOf	E6
E5	enemyOf	E11
E13	brotherOf	E6
E6	enemyOf	E14
E5	servantOf	E9
E11	servantOf	E1
E1	brotherOf	E3
E13	brotherOf	E8
E4	servantOf	E14
E13	loves	E6
E10	servantOf	E7
E10	servantOf	E8
E7	type	Character
E8	allyOf	E4
E3	allyOf	E10
E8	brotherOf	E6
E8	loves	E11
E10	type	Character
E11	enemyOf	E7
E10	brotherOf	E5
E1	type	Character
E13	brotherOf	E4
E5	servantOf	E14
E13	loves	E4
E12	type	Character
E12	loves	E10
